우도 여름 에메랄드빛바다 한국의하와이 이게바다다,우도(해양도립공원),자연
"제주도 우도 꿈결같은 제주도에서의 3일ᆢ
제주도 여행기간이 짧아 정말 잠깐 들려서 아쉬운장소입니다 .
아~ 제주도 또 가고싶다 를 입에 달고 사네요
다음엔 너넉히 한달은 잡고 가서 샅샅이 살펴보고싶어요",우도(해양도립공원),자연
"제주겨울, 우도, 우도자전거, 우도자전거여행",우도(해양도립공원),자연
제주도에서 갔던 모든 곳 중에서 가장 좋았던 우도! 보트타는것도 추천드립니다!,우도(해양도립공원),자연
"제가 갔던 제주도 관광지 중에 제가 가장 사랑하는 곳이에요.
섬 자체도 예쁘지만 특히 바다는 비교불가할 정도로 예뻐서 기억에 많이 남아요. 현재의 남편과 그 시절 연애할 때 갔었는데, 지금 얘기할 때에도 종종 이야기해요. 아 진짜 우도 너무 좋았었는데~ 사진도 너무 예쁘게 잘나오고, 아기자기한 섬도 기억에 많이 남네요. 저는 렌트해서 차 타고 갔었는데, 연인끼리는 차 타고 가도 참 좋을 것 같아요.",우도(해양도립공원),자연
해가 쨍쨍 내리쬐는 여름에 우도에 방문했다.생각했던것 보다 차없이 배타러가는것도 복잡하지 않았고 배를타고 간다는 두려움이있었지만 짧은거리이며 주변경치가 너무좋아 불안함을 잊어버렸다 무척 더웠지만 자전거를 빌려 우도를 여행했다 자전거를 타고 우도를 보는것과 잠시내려 사진을 찍으며 도시에서 벗어나 여유를 즐길 수 있는 시간이였다. 사빈백사는 물론이고 어우러지는 카페 음식점들도 만족했다.,우도(해양도립공원),자연
"제주도에 가시면 하루 시간 내셔서
여행일정에 우도를 꼭 추천합니다.
바다색도 외국에 온거처럼 너무 예쁘고
모레도 특이하며 너무 예뻤어요.
사진찍을곳도 많고 여유롭게 하루 잡으시면
좋을꺼같아요. 강추입니다",우도(해양도립공원),자연
서빈 백사까지 올레길을 따라 걷다가 마을길로 갔다가 돌아오는데 제주의 풍경이 그대로 느껴져 너무 좋았습니다. 가는 길에 사람을 너무 잘 따르는 누렁이가 우리를 안내하듯 서빈백사까지 따라와서 아이들이랑 너무 즐거운 걷기 여행이 되었습니다. 서빈백사에서 바닷가를 배경으로 한 사진은 너무 예쁘게 나와서 사진도 참 많이 찍었네요. 다음엔 자전거를 빌려서 일주하고 싶어요.,우도(해양도립공원),자연
우도는 정말 제주도 중 꼭 가봐야해요! 정겨운 시골의 느낌도 개성있는 거리의 느낌도 나는 참 신기한 곳. 가서 맛집 투어하고 자전거나 바이크 빌려서 경주하는 것도 재밌어요!,우도(해양도립공원),자연
"우도의 바다를 바라보면서
하루를 정리하구 오면
내일의 미래도 오늘 완성되어가는 느낌.
힐링이란게 이런거구나 싶어요~",우도(해양도립공원),자연
"제주도 어딜가나 바다는 예쁜데 
제주도 바다 우도 땅콩아이스크림 가을바다 에메랄드",우도(해양도립공원),자연
"우도는 역시 저녁배를 타고 들어가서, 하루를 보내고 그 다음날 나오는 것이 제일입니다. 낮에 다른 관광객들과 함께 수다를 떨며 보는 우도도 물론 좋지만, 조용히 바라보는 밤의 우도 바다는 그 아름다움을 말로 표현할 수 없습니다.",우도(해양도립공원),자연
우도에 바이크타고 놀던거 너무 재밌었어요! 완전 멋진섬입니다!,우도(해양도립공원),자연
아이와 함께 배타면서 갈매기 새우깡 줬어요 아이가 어려 많이 돌진 못하고 순환 버스 탔는데 기사 아저씨 넘 재밌었네요 아이는 제트 보트가 젤 재밌었다고.저도 우도 제트보트 넘 신나고 좋더라구요 멀미도 안나구요~땅콩 아이스크림도 넘 맛있었습니다,우도(해양도립공원),자연
"우도의하루
섬전체가 노랑색으로 물던 우도 4월의 우도는 정말 환상적이다.
우도를 걸어서 섬전체를 둘러보았다.
다시가고싶은 우도.다음에 가족과 꼭 가고싶다.",우도(해양도립공원),자연
"제주의 봄은 유채꽂으로 가득하지만
돈을 내야한다는 사진만 찍을건데
엄마가 아깝다고 돈 안주심
그래서 불쌍하게 한컷",우도(해양도립공원),자연
섬 안의 섬에서 느끼는 여유.,우도(해양도립공원),자연
다음 여행땐 우도에서 하루 숙박해야겠다! 생각할 정도로 참 좋았던 곳이었어요! 우도에 도착해서 해안도로 순환버스를 이용했는데 참 편리했어요. 유쾌한 기사님들의 입담도 즐거웠고 중간중간 설명해주시는 내용들도 유익했구요! 각 코스마다 정류장이있어 다시 버스를 타는것도 굉장히 편리했습니다! 우도 검멀레해변에서 보트를 탔는데 참 즐겁더라구요! 바다까지 나가서 동굴까지 들어가서 동굴도 구경하고 바다 위에서 사진도 찍고 색다른 경험이었어요 다음 여행때는 정말 하루를 꼬박! 있고싶어요,우도(해양도립공원),자연
"섬 안에 섬, 우도의 풍경은 그 자체 만으로 아름다운 섬이다.",우도(해양도립공원),자연
"우도는 매년 갈때마다 선착장이 조금씩 변하는 것 같습니다.
그외의 자연경관은 예전 그대로 잘 보전 되어 아름다운 자연을 간직하고 있었습니다.
사륜 오토바이들도 여전하고.
그런데 일부 몰지작한 관광객이 쓰래기를 아무렇게나 마구 버린것이 보기가 참 않좋았습니다.
세계의 유산이자 우리나라 제주의 자랑인 아름다운자연을 우리모두가 아껴서 후손에게 물려 주어야 할 것 같습니다.",우도(해양도립공원),자연
"밭담에서의 S라인, 푸른 바다. 하늘 속의 밭담과 밭담속의 또다른 밭담이 서로 서로 어울리며 살아가네요.",우도(해양도립공원),자연
"제주가을 동생과 떠난 제주여행중 만난 우도
길을 잃었지만 검멀레해수욕장을 마주하고 펼쳐지는 모습에
긴장감이 사라졌었다😂😂😂",우도(해양도립공원),자연
제주가을 우도 파란 바다와 따스한 햇살아래 몸과 마음의 정화,우도(해양도립공원),자연
"가을제주여행,우도,원담,하트뿅뿅,제주에반하다",우도(해양도립공원),자연
"제주 가을, 우도 물감으로 물들인 소라와 꽃과 풀이 너무도 예뻤습니다.",우도(해양도립공원),자연
"올해 3번이나 다녀온 다녀온 제주도
우도는 처음으로 다녀왔는데 진짜 너무너무 좋았어요 늦게 들어가서 다 못보고 와서 너무 아쉬워서 제주도 가면 꼭 다시 가고싶어요",우도(해양도립공원),자연
"두번이나 다녀왔는데 다시 가고 싶어요. 첫번째는 걸어서 다녔고, 두번째는 버스타고 다녔는데 다 좋아요. 다음엔 전기차에 도전해보려구요!",우도(해양도립공원),자연
"제주가을 우도 하늘 바다 맑음
우도에 들어가서 보는 바다는 하늘과 같이 길게 뻗어있는 느낌이였습니다.
구름 또한 바다의 파도와 같았습니다.",우도(해양도립공원),자연
제주도를 간다면 우도는 필수코스입니다 ! 배를 타고 갈때부터 속이 뻥 뚫리고 경치가 너무예뻐요 우도만의 특색을 느껴보세요 추천합니다,우도(해양도립공원),자연
"우도 몇번 다녀 왔지만 갈때마다 색다른 느낌이 나는곳
저는 처음 갈땐 우도 한바퀴를 도보 로 하루 잡고 걸었는데
조금 힘들긴 했지만 걸어가며 즐기는 우도 도 참 좋았답니다
바쁜 여행 일정이 아니라면 한번 걸어서 완주 해보는것도 참 좋고 기억에 오래 남는답니다
두번째는 오토바이로 완주 했고
세번째 같을땐 전기차 로 완주 했답니다
다음에 갈땐 어떤 이동수단이 새로 생길지 기대 되는곳 우도네요",우도(해양도립공원),자연
제주가을 우도 전기차 렌트 베스트드라이버 그림같은풍경,우도(해양도립공원),자연
"너무 멋지고 아름다운 곳,
또 가보고 싶네요",우도(해양도립공원),자연
제주도 우도 우도봉앞에서 날라가는모자부여잡고 떠나요둘이서 모든걸훌훌버리고 제주도  푸른밤 럽스타그래 제주스타그램 여행에미치다,우도(해양도립공원),자연
"우도에서 먹는 자장면은 얼마나 꿀맛이던지! 즐길 것도 볼 것도 많은 우도, 갈수록 새로운 우도라 많은 분들께 추천하고 싶습니다",우도(해양도립공원),자연
우도! 관광버스를 타고 핵심만 즐기는 우도여행 정말 좋아요! 곳곳에 마을주민들만의 느낌도 너무 좋고 관광지스럽게 잘 정돈되어있는 곳도 좋구요! 너무 넓어서 자전거타야하나 전동자동차 타야하나 걱정했는데 관광버스도 추천합니다  기사님들 입담은 덤입니당 ,우도(해양도립공원),자연
우도 너무 좋아요! 버스투어로 다녀도 좋고 스쿠터같은거 빌려 타고 돌아다녀도 좋아요. 바다 너무 예쁘고 꼭대기에 올라가서 바라보는 성산일출봉도 예쁩니다.,우도(해양도립공원),자연
제주가을 우도 하트말 만세 우도에서 한라산을 외치다,우도(해양도립공원),자연
"우도에서 스쿠터 대여해서 한바퀴 휘리릭! 돌았는데, 너무 좋았어요. 제주스러움이 묻어나는 곳, 그리고 덤으로 보트도 탔는데 우도의 매력을 알 수 있었어요!",우도(해양도립공원),자연
"제주도에 갈때마다 우도에 들려본다. 한번은 렌트를 해서 우도를 곳곳이 크게 돌아보고, 한번은 마을버스를 이용해서 돌아본다. 해안가의 식당에서 먹는 음식도 맛있고, 바람부는 우도봉까지 올라갈때의 길과 바람과 억새들도 멋지다. 우도봉에서 바라보는 바다도 평온하기만 하다.",우도(해양도립공원),자연
"아주가끔 자주 가는곳이지만 말이 필요없는곳이다 석양이 너무 아름 다운곳이다
요즘은 렌트카가 출입이 제한적이어서 예전보다 훨씬 도로 상황이 양호하다",우도(해양도립공원),자연
친구와 재밌는 여행을 즐겼습니다. 아름다웠어요 ,우도(해양도립공원),자연
산호해변에서 입수~~사진에 담을수 없었지만.줄무늬 물고기들과 함께 한 소중하고 신기한 순간이였어요,우도(해양도립공원),자연
우도에서 스쿠터빌려서 타고가다가 찍은 사진이라 정확하게 어딘진 모르겠지만 최대한 이쁜척해봄,우도(해양도립공원),자연
제주 바다 하고동해수욕장 여름 인생사진 물놀이,우도(해양도립공원),자연
섬속의 섬 우도 땅콩아이스크림,우도(해양도립공원),자연
"우도 에머랄드빛바다 바다랑하늘이랑 영롱한빛
바다빛이 너무 영롱해서 보고만 있어도 그냥 힐링이 되는 우도의 바다~ 언제까지나 지금 이 모습 그대로 지켜지길!",우도(해양도립공원),자연
우도 바다 환상적,우도(해양도립공원),자연
바다 남자친구와 떠난 제주도여행! 우도에서 좋은 여행보내고 왔습니다~~,우도(해양도립공원),자연
"우도 자전거여행
결혼20주년 쌍둥이아들들 데리고 제주여행
사춘기아이들이 신나게 웃는모습도많이보고 사진도 원없이 많이찍고 모델하고싶어하는 아들 갖가지 포즈도 볼수있어 행복하시간이였다.",우도(해양도립공원),자연
"넘 영롱한 에메랄드빛 바다 우도!
뷰티풀 우도 꼭 가시길.☆
제주도 바다 우도 우도바다 서빈해수욕장",우도(해양도립공원),자연
"제주도 우도에 첫방문했을때에요 2014년
자연경관 무척 뛰어나도 우도땅콩주 땅콩아이스크림 땅콩수제버거 추억이 새록새록 떠올라여 제주도 는 늘 사랑이고 추억 행복 힐링 의 땅이에요
또 방문할려구요 I LOVE ",우도(해양도립공원),자연
우도가는길 별모래해변 선착장 스쿠터타고 우도한바퀴 바다,우도(해양도립공원),자연
"우도를 향해 가는 배 위에서
눈에 들어 오는 우도의 모습
정말 소가 누워있는 형상인지 계속 보게 된다


제주도 juju 제주여행 우도 섬 서귀포시 성산읍 성산항 성산포항여객터미널 도항선 배 바다",우도(해양도립공원),자연
"섬속의 섬 우도 의자 두개~~
친구와 연인과 우리들의 딋모습 담아 봅니다
우도",우도(해양도립공원),자연
우도 청정지역 우도등대 검멀레해수욕장 산호해수욕장 외국섬같이맑은바다 바다,우도(해양도립공원),자연
제주도 우도 환상의섬 휴가지 휴가지로 제격! 제주도 우도 입니다.  제주도 우도로 오세요~,우도(해양도립공원),자연
"바다 우도 검멀레 우도봉
제주도에 갔으면 우도에는 꼭 방문하라고 이야기 하고 싶다.
제주도 역시 좋았지만 우도는 섬 자체가 형용할 수 없을만큼 아름다운 곳이었다.
가는 모든곳이 사진 찍는 장소가 된다.
예쁜 카페와 맛있는 음식점들이 많았고 커플들도 엄청 많았다.
제주에서 차를 렌트 했지만 차는 가지고 들어가지 않았고 스쿠터를 빌려 해변도로을 따라 한 바퀴 돌았다.
(선크림 필수 흑인됨)
차보다는 스쿠터나 전기자전거를 추천함!
검멀레쪽이나 우도봉 근처에 특히 맛집이 많으니 참고하셈",우도(해양도립공원),자연
우도 수국 우정여행 바다,우도(해양도립공원),자연
"우리 가족이 제주로 여행가서 이른 물놀이를 할 때
난 이렇게 바다에 발을 담그며 에메랄드빛 물을 들였다.",우도(해양도립공원),자연
우도 서빈백사 해물라면 게우밥 라면 호로락,우도(해양도립공원),자연
우도 서빈백사 지미스 땅콩아이스크림 비양도 가족여행 행복 제주도 여름휴가 바다,우도(해양도립공원),자연
"제가 평소 제주여행을 자주 하는 편인데, 그 중 우도는 매 여행마다 빼놓을 수 없는 코스 중 한 곳 이였습니다. 제가 이번에 이직을 준비하면서 함께 했던 회사동료들과 퇴사 몇달 전부터 제주여행을 계획했었고 제 소중한 사람들에게 꼭 보여주고 싶었던 곳이였으며. 그 중 8경보트와 자전거투어는 반드시 경험하게 해주고 싶었습니다. 매일 11시-12시까지 야근해 늦게까지 고생했던 그들에게도 제가 느낀 쉬는 여행의 기쁨을 느끼게 해주고 싶었던 것 같습니다. 제주도우도ISLAND제주도여행제주여행",우도(해양도립공원),자연
제주도 를 10년만에 가족여행으로 떠난이곳 배타고 제주도 성산항 에 도착해서 바로 우도로 들어갔습니다 첫날에 배타고 또 배타고  그래도 예전에 혼자올떄와 가족들이랑 오는 느낌이 너무나 다르더라구요  함께 추억을 만들어서 너무 행복했던 기억이 있습니다,우도(해양도립공원),자연
"제주도 갈때마다 빼놓지 않고 가는 우도
갈때마다 다른 매력에 사로잡히네요",우도(해양도립공원),자연
나의짝꿍과 처음간 우도에서의 추억 제주여행 우도 짝꿍 여행 올레길 처음 추억 평온,우도(해양도립공원),자연
"제주여행 제주  제주스타그램 우도


우도에는 소소한 촬영거리가 많아요~~~",우도(해양도립공원),자연
"제주여행 제주  제주스타그램 우도

우도에서 천천히 걷는것도 좋아용",우도(해양도립공원),자연
가족여행 엄마랑아빠랑 제주여행 환상의섬 우도 검멀레해변 하고수동해수욕장 여행사진 여행스타그램,우도(해양도립공원),자연
"작년 2월달에 남자친구와 함께 제주도 로 놀러갔는데 그곳에서 또 배를타고 우도 에 갔어요
한겨울에 무슨 바다냐며 했지만 막상 가니까 너무 투명하고 깨끗한 여름과는 또 다른 겨울바다가
노을과함께 너무나도 인상적이었어요 제주도 여행 계획있으신 분들에게 우도는 정말 꼭 추천하고싶은 곳중 하나예요 ",우도(해양도립공원),자연
고소한땅콩아이스크림과 상큼한 천혜향 아이스크림,우도(해양도립공원),자연
너무나 아름다운 우도 ,우도(해양도립공원),자연
"국내에서도 에메랄드 바다를 느낄수 있는 우도
제주도로 여행을 갔다면 꼬옥 들려야할-
7년전도 지금도 너무나 이쁜 우도
모래놀이랑 물놀이를 좋아하는 아이에겐 하고수동해수욕장 이 최고-",우도(해양도립공원),자연
제주도 관광 관광지 우도 섬 우도등대 등대 친구 여행,우도(해양도립공원),자연
"제주도 안의 섬 우도에 방문하여 아름다운 물빛과 풍경을 카메라에 담았습니다.
제주여행공유 제주도 우도 검모래해변 산호해변 땅콩 우도보트",우도(해양도립공원),자연
우도 제주도 힐링 전기자전거 인생여행지 행복,우도(해양도립공원),자연
제주도 우도 인생여행지 전기자전거 힐링 바다 행복,우도(해양도립공원),자연
제주도 우도 인생여행지 힐링 행복 바닷바람,우도(해양도립공원),자연
우도 어딘가의 해변 물맑음 모자 아니고 헬멧 💙,우도(해양도립공원),자연
지난 3월 할머니를 모시고 둘이서 제주도여행 을 다녀왔어요! 자유여행이라 걱정이많았지만 할머니에게도 저에게도 너무 좋은추억이되었어요 할머니와 둘이서 여행을왔다고하니 모두들 신기해하시고 부러워하시더라구요 지금까지도 우도 에서 전기자동차로 한바퀴를돌며 우도를 둘러볼때가 제일 좋았다고 또 가고싶다고 말씀하시는 할머니를보니 너무 뿌듯합니다❣,우도(해양도립공원),자연
나홀로~힐링 여행!,우도(해양도립공원),자연
"우도 우도먹방 땅콩아이스크림 동안경굴

우도 필수 먹방코스 -
달달한 땅콩아이스크림 ",우도(해양도립공원),자연
날씨우중충 그래도행복,우도(해양도립공원),자연
우도 첫여행 해물칼국수 우도땅콩아이스크림 먹방 꿀잼 제주도,우도(해양도립공원),자연
우도 스쿠터여행 섬속의섬 아름다운우도,우도(해양도립공원),자연
가족여행 제주도 우도 섬속의섬 욜로,우도(해양도립공원),자연
"제주 우도 서빈백사 아름다운바다
세상에서 가장 아름다운 바다를 볼수 있는 우도의 바닷가",우도(해양도립공원),자연
2017 2월에 갔던 제주도 이야기~ 공기좋은 제주도 바다가 아름다운 제주도~ 그리고 제주도의 동생 우도도 진짜 멋진 곳이다.,우도(해양도립공원),자연
지난2월 우도에서 바람이 엄청불어 우리네가족 날라갈뻔했어요 . 지금은 추억이 되서 새록새록 생각납니다,우도(해양도립공원),자연
경치 이쁘다 여행스타그램,우도(해양도립공원),자연
우도 검멀레해안 비양도 서빈백사 가족여행 추억 여름,우도(해양도립공원),자연
우도 에서 스쿠터 타고 환상여행 제주도의작은친구우도 제주도 가 그립네요 또 가고 싶어요 떠나요 제주도로~ 고고씽,우도(해양도립공원),자연
"바다가 우리를 반기듯 잔잔해져서 무사히 우도행 배를 타고 갈매기랑 노느라 금새 우도에 도착했고,
버스관광버스를 타고 우도의 검은모래해변에서 동굴에도 들어가보고,
아들의 손을 잡고 우도봉에도 올라갔다왔다
우도의 아이스크림도 정말 맛있었고,
제주에 와서 해야할것들의 반은 이곳에서 끝낸 기분???
우도~ 제주여행을 가면 꼭 보고와야하는 아름다운섬이다",우도(해양도립공원),자연
"배타고 우도 출발 바다가 너무 아름다워서 인상 깊었던 우도, 모래도 신기하고 바다색도 황홀했다. 바쁜 일상에 지쳐있던 내게 조용히 다가와 휴식이 되어줬던 아름다운 우도 바다가 그리워진다.",우도(해양도립공원),자연
"16년 2월의 우도~
따뜻하고 아름다웠던 바다",우도(해양도립공원),자연
"처음 아이들과 비행기타고 제주 우도로
우도야 고마워 , 우도야 행복해 라고 계속 외치며 아이들이 행복해했다.
내리는 순간 우도는 행복바이러스다",우도(해양도립공원),자연
우도 여행시작하느길 에 아이들이 바다를 그냥지나치지 못했다,우도(해양도립공원),자연
우도 우도짜장면집 톳짜장면 꿀맛 제주 제주도 추억 냠냠 먹스타그램 친구들,우도(해양도립공원),자연
가는곳곳 마다 경치좋고 보는즐거움과 먹는즐거움까지 !~~,우도(해양도립공원),자연
"우도 서빈백사 하고수동 검멀레

제주도 방문한지 벌써 횟수로 10번째지만
우도는 꼭 다녀 가는 곳이죠.
가도가도 질리지 않는 우도.
우도는 정말 곳곳이 너무 아름다운 곳이예요",우도(해양도립공원),자연
바다 우도 맑은바다 푸르다,우도(해양도립공원),자연
우도 우도검멀레 우도사빈백사 제주도 아름다운제주도,우도(해양도립공원),자연
서빈백사 혹은 산호해변 혹은 홍조단괴백사 제주의 또 다른 보물 우도,우도(해양도립공원),자연
"우리는 우도를 건강한 두 다리로 다녔다 🏃🏻‍♀️🏃🏼
땅콩아이스크림도 먹어보고
바다에서 사진도 찍고 👍🏻👍🏻
우도 바다 우도땅콩아이스크림
럽스타그램 커플",우도(해양도립공원),자연
"우도 땅콩 우도땅콩 우도여행 인생사진 사진찍기좋은곳
",우도(해양도립공원),자연
제주 겨울여행 남자친구 즐거웠던날 갈때마다 아름다운곳,우도(해양도립공원),자연
"우도  땅콩아이스크림 말타기체험 , 오토바이 타고 슝슝 정말 신나요",우도(해양도립공원),자연
혼자간 우도에서 조용한 산책을 해봅니다.,우도(해양도립공원),자연
바람이 많이 불고 비가오는 날씨였지만 우도는 멋있었다. 우도 설빙면의 해물은 짱 맛있고 서빈백사의 물 색은 진짜 아름다웠다.,우도(해양도립공원),자연
제주도보다우도 우도가 제일 좋더라 사랑하는사람끼리 제주도여행 3박4일 우도,우도(해양도립공원),자연
"우도 하고수동해수욕장 맑은 겨울바다
제주도에 오면 꼭 한번 머물다 가는 우도.
겨울의 우도는 조용하고 4계절 중 가장 푸르다.",우도(해양도립공원),자연
우도 반함 코코마마 안녕육지사람 바다 넘나 이쁜것 제주도 살고싶다,우도(해양도립공원),자연
"제주도 우도 들어가서 전기오토바이도타고 해물볶음에한라산볶음이랑 땅콩아이스크림까지 너무맛있고 바람이많이불어도 해는 쨍쨍해서 일정에문제없었답니다~
",우도(해양도립공원),자연
"제주도 우도 아름다운섬 우도는 사랑입니다
다시가고싶은 우도 우도맛집 우도바다 우도바다는 힐링의장소 전기자동차 타고달리는 해안도로",우도(해양도립공원),자연
"제주도 우도 겨울여행 커플 커플스냅 셀프촬영 셀프스냅 서빈백사 하고수동 검멀레 인생사진
발닿는곳 어디서든 찍어도 멋진사진이 나왔어요~
우도 진짜 짱! 또 가고싶다 인생사진 진심각!",우도(해양도립공원),자연
제주 섬속의섬 우도. 성산포항에서 출발한 도항선에서 본 우도,우도(해양도립공원),자연
"제주속의 섬 우도!
첫 방문이였는데 너무 좋았고 땅콩아이스크림도 너무 맛있었어요!",우도(해양도립공원),자연
우도에서 스쿠터도 타고 맛있는 음식도 먹고 💕즐거웠던 시간,우도(해양도립공원),자연
우도 한바퀴를 열심히 걸어서 여행 머물고싶은 섬 우도,우도(해양도립공원),자연
제주도우도크리스마스여행럽스타그램신혼부부,우도(해양도립공원),자연
제주여행 우도 검멀레해변 하고수동해변 섬속의섬 나혼자여행 제주도 10월제주여행 셀프스냅 여행일기,우도(해양도립공원),자연
우도 우도바다 푸르름 힐링,우도(해양도립공원),자연
우도 우도에서 하룻밤 서빈백사 맥주굿 우도안에서 성산일출봉이맛에 제주,우도(해양도립공원),자연
바람돌여자제주우도특별한여행,우도(해양도립공원),자연
우도해변 너무 예뻐요,우도(해양도립공원),자연
제주여행 우정여행 우도 제주물빛은그냥진리 우정룩 제주도는사랑입니다 언제나즐거운제주도,우도(해양도립공원),자연
에메랄드 최고다 따랑해요 제주,우도(해양도립공원),자연
"우도~정말 아름답고 좋아요~
",우도(해양도립공원),자연
"

제주를 좋아해서 돈과 여유가 될 때 마다 다녀오는 편이에요, 내 눈에 보이는 멋진 풍경 속에 쏙 들어가서 찍은 사진을 보면 그 여행을 다시 하고 있는 기분이 들어요.",우도(해양도립공원),자연
우도 우도맛집 해적식당 테이스티로드 우도식당 톳비빔밥 보말칼국수 진정맛집,우도(해양도립공원),자연
제주 제주도 우도 신비의섬 섬속의섬 검멀레 서빈백사 비양도 하고수동해수욕장 에메랄드 하얀모래 바다 등대 인어 셀카 셀스타그램 얼스타그램 일상 여행,우도(해양도립공원),자연
아름다운 제주안에 더 눈부신 우도,우도(해양도립공원),자연
"우도는 꿈 입니다. 여행 내내 마치 꿈을 꾸는 듯한 몽환적인 느낌이 들었습니다. 꾸며내지 않은 그 아름다움은 감히 말로 표현해내기 어렵답니다.
내년에 재방문 할때는 좀더 오래 머무르고 싶어요. ",우도(해양도립공원),자연
검멀레 해변에서 더 안쪽으로 가면 동굴을 지나 아름다운 광경이 있다,우도(해양도립공원),자연
즐거운 에너지가 넘치는 우도,우도(해양도립공원),자연
너무 예뻤던 우도!,우도(해양도립공원),자연
"난생처음 가본 우도!
한국 어떤 여행지보다 너무 아릅답고 멋있다~
제주 여행의 No.1 우도",우도(해양도립공원),자연
"친구들과 여름휴가로 떠난 제주도 여행
오랫만에 제주도를 찾아서인지 가는곳마다 새롭게 느껴졌다
역시 제주도는 언제가도 좋은 여행지다",우도(해양도립공원),자연
전동바이크와 함께한 우도여행은 너무나도 여유로웠습니다 예쁜 하늘과 바다 막 셔터를 눌러대도 예쁜사진들은 언제봐도 기분이 좋아요,우도(해양도립공원),자연
"소가 누워있는 모습과 같다고 하여
이름이 붙여진 우도!
우도를 맞이해주는 소의 모습이 인상적이예요!",우도(해양도립공원),자연
평화롭고 마음이 편안해지는 우도의 풍경,우도(해양도립공원),자연
외국이 부럽지 않은 우도의 푸른바다,우도(해양도립공원),자연
우도에 도착했을때 찍은 사진인데 하늘에 새 한마리가 날아다니는 구름으로 표현했는데 어찌나 신기한지,우도(해양도립공원),자연
우도로 가는중 바다가 어쩜 저리푸르고 깨끗한지 힐링이 저절로 되네요,우도(해양도립공원),자연
제주도 하면 푸르른 바다. 그중 가장 아름답기로 소문난 우도 서빈백사,우도(해양도립공원),자연
우리나라에 이런곳이 있나 싶을정도로 신기하고 놀라웠던 우도봉으로 가기전에 위치한 바닷가 절벽,우도(해양도립공원),자연
맑아진 날씨덕에 우도 구경 삼만리,우도(해양도립공원),자연
"날은 덥고, 오래 기다려야하는데 뜨거운 음식이고,
솔직히 먹고싶은 마음 1도 없었지만
남김 없이 다 먹었던 한라산 볶음밥.
너무 맛있었음.",우도(해양도립공원),자연
"우도는 스쿠터가 진리 인것같아요 
비록 햇빛에 그을려 새까매지긴하지만
바닷바람 냄새 맡으며 달리니 기분이 아주 좋아요
우도는 어디서 사진찍어도 포토존이죠",우도(해양도립공원),자연
"제주도 여행중에 제일 기대했던 우도
아름다운 우도!",우도(해양도립공원),자연
"우리 앞에 펼쳐진 그 길과 바다가,
오늘을 설레게 하고 있어.",우도(해양도립공원),자연
새파란 우도의 하늘,우도(해양도립공원),자연
"우도에서 바라보는 바다는 정말 깨끗하고 바다풍경으로는 워낙유명한곳이죠
바다뿐아니라 일몰로도 정말 손가락을 치켜세우게되는 최고의경관을 자랑하는곳으로 제주도 여행에서는 무조건 하루는 일정을 잡아넣는 최고의 관광지예요",우도(해양도립공원),자연
"해안가에 있는 카페에요.
길가다 그냥 들른곳인데 분위기가 너무 좋았어요.
테라스도 예뻤구요. 커피도 맛있어요!",우도(해양도립공원),자연
